time,open,high,low,close
1750309200,1.1469,1.14693,1.14614,1.14619
1750311000,1.14619,1.14653,1.14512,1.14566
1750312800,1.14566,1.14586,1.14502,1.14524
1750314600,1.14524,1.14676,1.14465,1.14666
1750316400,1.14666,1.14768,1.14628,1.14733
1750318200,1.14733,1.14765,1.14604,1.1462
1750320000,1.1462,1.14728,1.14569,1.14705
1750321800,1.14705,1.14791,1.14665,1.14764
1750323600,1.14764,1.14797,1.14714,1.14742
1750325400,1.14742,1.14772,1.14696,1.14754
1750327200,1.14754,1.14792,1.1473,1.14771
1750329000,1.14771,1.14772,1.14697,1.14736
1750330800,1.14736,1.14848,1.14678,1.14824
1750332600,1.14824,1.14873,1.14773,1.1481
1750334400,1.1481,1.14861,1.14707,1.14726
1750336200,1.14726,1.14829,1.14699,1.14777
1750338000,1.14777,1.14845,1.14742,1.14801
1750339800,1.14801,1.14824,1.14716,1.14731
1750341600,1.14731,1.14806,1.14665,1.14669
1750343400,1.14669,1.14713,1.14622,1.14683
1750345200,1.14683,1.14722,1.14624,1.14627
1750347000,1.14627,1.14683,1.14587,1.146
1750348800,1.146,1.14616,1.14548,1.14592
1750350600,1.14592,1.14603,1.14554,1.14568
1750352400,1.14568,1.14647,1.14558,1.14618
1750354200,1.14618,1.1483,1.14618,1.14789
1750356000,1.14789,1.14854,1.14773,1.14854
1750357800,1.14854,1.1487,1.14834,1.1485
1750359600,1.1485,1.14984,1.14843,1.14973
1750361400,1.14973,1.15,1.14946,1.14976
1750363200,1.14976,1.14976,1.14923,1.14966
1750365000,1.14967,1.14995,1.14959,1.14959
1750366800,1.14923,1.14939,1.14891,1.14935
1750368600,1.14935,1.14964,1.14919,1.14932
1750370400,1.14932,1.15004,1.14878,1.14951
1750372200,1.14951,1.15,1.14916,1.14976
1750374000,1.14976,1.15124,1.14968,1.15092
1750375800,1.15094,1.15125,1.15067,1.15116
1750377600,1.15116,1.15185,1.15107,1.15131
1750379400,1.15131,1.15238,1.15113,1.15225
1750381200,1.15225,1.15231,1.15149,1.15219
1750383000,1.15219,1.15224,1.15134,1.15135
1750384800,1.15135,1.15189,1.15114,1.1515
1750386600,1.1515,1.15216,1.15144,1.15182
1750388400,1.15182,1.15259,1.15157,1.15222
1750390200,1.15222,1.15302,1.15207,1.15293
1750392000,1.15293,1.15322,1.15273,1.15282
1750393800,1.15282,1.1529,1.15246,1.15272
1750395600,1.15272,1.15284,1.15206,1.15221
1750397400,1.15221,1.15289,1.15192,1.15273
1750399200,1.15273,1.15295,1.1518,1.15201
1750401000,1.15201,1.15206,1.15141,1.1517
1750402800,1.1517,1.15193,1.15111,1.15167
1750404600,1.15167,1.15177,1.15103,1.15164
1750406400,1.15164,1.15183,1.15116,1.15142
1750408200,1.15142,1.15265,1.15124,1.15224
1750410000,1.15224,1.15284,1.15196,1.15241
1750411800,1.15241,1.15276,1.15212,1.15267
1750413600,1.15267,1.15348,1.15249,1.15263
1750415400,1.15263,1.15288,1.15229,1.15243
1750417200,1.15243,1.15243,1.15142,1.15161
1750419000,1.15161,1.1526,1.15122,1.15209
1750420800,1.15209,1.15217,1.15133,1.15161
1750422600,1.15161,1.15268,1.15061,1.15131
1750424400,1.15131,1.15194,1.15092,1.15184
1750426200,1.15184,1.15211,1.15096,1.15184
1750428000,1.15184,1.1519,1.15035,1.15081
1750429800,1.15081,1.15186,1.14955,1.15134
1750431600,1.15134,1.15287,1.15113,1.15225
1750433400,1.15225,1.15262,1.15168,1.15196
1750435200,1.15196,1.15322,1.15192,1.15297
1750437000,1.15297,1.1537,1.15294,1.15359
1750438800,1.15359,1.15437,1.15349,1.154
1750440600,1.154,1.15416,1.15322,1.15326
1750442400,1.15326,1.15374,1.15312,1.15352
1750444200,1.15352,1.15356,1.15274,1.15288
1750446000,1.15288,1.15319,1.1528,1.15285
1750447800,1.15285,1.15285,1.15153,1.15157
1750449600,1.15158,1.15226,1.15139,1.15177
1750451400,1.15177,1.15232,1.15151,1.15216
1750626120,1.14553,1.14748,1.1453,1.14678
1750627920,1.14678,1.14877,1.14652,1.14876
1750629720,1.14875,1.14944,1.14804,1.14896
1750631520,1.14892,1.14925,1.14826,1.14895
1750633320,1.14895,1.14994,1.14859,1.14985
1750635120,1.14985,1.15074,1.14982,1.15045
1750636920,1.15045,1.15057,1.14817,1.14844
1750638720,1.14844,1.14913,1.14812,1.14863
1750640520,1.14863,1.14904,1.14726,1.14762
1750642320,1.14762,1.14973,1.14762,1.14961
1750644120,1.14961,1.15066,1.1496,1.15062
1750645920,1.15062,1.15067,1.14993,1.14997
1750647720,1.14997,1.15034,1.14926,1.14959
1750649520,1.14959,1.14985,1.14925,1.14944
1750651320,1.14944,1.14963,1.14887,1.14927
1750653120,1.14927,1.1496,1.14858,1.14932
1750654920,1.14932,1.15034,1.14923,1.15034
1750656720,1.15034,1.15188,1.15022,1.15182
1750658520,1.15182,1.1521,1.15044,1.15102
1750660320,1.15102,1.15164,1.15034,1.15098
1750662120,1.15098,1.15125,1.14895,1.15031
1750663920,1.15031,1.15058,1.14921,1.14974
1750665720,1.14974,1.14992,1.14915,1.14946
1750667520,1.14946,1.14961,1.14806,1.14828
1750669320,1.14828,1.14832,1.14546,1.14562
1750671120,1.14562,1.14766,1.14539,1.1474
1750672920,1.1474,1.14819,1.14663,1.14669
1750674720,1.14669,1.1469,1.14598,1.14646
1750676520,1.14646,1.14728,1.14619,1.14625
1750678320,1.14625,1.14758,1.14605,1.14712
1750680120,1.14712,1.14781,1.14597,1.14639
1750681920,1.14639,1.14688,1.14571,1.14652
1750683720,1.14652,1.14739,1.1465,1.14691
1750685520,1.14691,1.15145,1.14687,1.15125
1750687320,1.15125,1.15389,1.15076,1.15272
1750689120,1.15272,1.15404,1.15236,1.15303
1750690920,1.15303,1.1552,1.15303,1.15473
1750692720,1.15473,1.15496,1.15363,1.15388
1750694520,1.15388,1.15406,1.15302,1.15313
1750696320,1.15313,1.15575,1.15181,1.1546
1750698120,1.1546,1.1566,1.15424,1.15642
1750699920,1.15642,1.15748,1.15618,1.15742
1750701720,1.15742,1.15777,1.15671,1.15707
1750703520,1.15707,1.15778,1.15664,1.1574
1750705320,1.1574,1.15778,1.15706,1.15713
1750707120,1.15713,1.15791,1.15711,1.15778
1750708920,1.15778,1.158,1.15777,1.15791
1750710720,1.15791,1.15817,1.15755,1.15778
1750712400,1.15758,1.15779,1.15738,1.15779
1750714200,1.15779,1.1578,1.15758,1.15773
1750716000,1.15773,1.16027,1.15729,1.16003
1750717800,1.16003,1.1601,1.15859,1.15924
1750719600,1.15924,1.1606,1.15865,1.16028
1750721400,1.16028,1.16084,1.15959,1.15979
1750723200,1.15979,1.16008,1.15928,1.15959
1750725000,1.15959,1.16087,1.159,1.15992
1750726800,1.15992,1.16054,1.15957,1.15997
1750728600,1.15997,1.16013,1.15902,1.1591
1750730400,1.1591,1.1595,1.15865,1.15948
1750732200,1.15948,1.16015,1.15948,1.16001
1750734000,1.16001,1.16078,1.15998,1.16056
1750735800,1.16056,1.16097,1.16009,1.16056
1750737600,1.16056,1.16077,1.16026,1.16069
1750739400,1.16069,1.16142,1.16063,1.16065
1750741200,1.16065,1.1609,1.16025,1.16031
1750743000,1.16031,1.16138,1.16013,1.16106
1750744800,1.16106,1.16223,1.16016,1.16156
1750746600,1.16156,1.16181,1.16025,1.16054
1750748400,1.16054,1.16104,1.1597,1.16033
1750750200,1.16033,1.16039,1.15801,1.15917
1750752000,1.15917,1.15995,1.15856,1.15937
1750753800,1.15937,1.15956,1.1589,1.15928
1750755600,1.15928,1.1612,1.15922,1.16103
1750757400,1.16103,1.16179,1.16091,1.16099
1750759200,1.16099,1.16099,1.1596,1.15981
1750761000,1.15981,1.15998,1.15944,1.15968
1750762800,1.15968,1.16094,1.15966,1.16091
1750764600,1.16091,1.16149,1.16045,1.16083
1750766400,1.16083,1.16111,1.15987,1.16008
1750768200,1.16008,1.16112,1.15942,1.1601
1750770000,1.1601,1.16033,1.15829,1.15833
1750771800,1.15833,1.15923,1.15824,1.1592
1750773600,1.1592,1.16416,1.15906,1.16332
1750775400,1.16332,1.16356,1.16121,1.1617
1750777200,1.1617,1.16361,1.16155,1.16254
1750779000,1.16254,1.16291,1.16067,1.16074
1750780800,1.16076,1.16182,1.16054,1.16172
1750782600,1.16172,1.16249,1.16156,1.1624
1750784400,1.1624,1.16311,1.16223,1.16272
1750786200,1.16272,1.16324,1.16248,1.16264
1750788000,1.16264,1.16289,1.16218,1.16238
1750789800,1.16238,1.16243,1.16201,1.16236
1750791600,1.16236,1.16249,1.16181,1.16201
