time,open,high,low,close,Volume
1419949800,173.40838046,173.54163698,172.82538316,172.90033996,73540761
1420036200,173.22515274,173.39172339,171.05973422,171.18466221,130333829
1420209000,171.88425896,172.3006856,170.05198176,171.09304835,121465865
1420468200,170.04365323,170.21022388,167.69500699,168.0031627,169632646
1420554600,168.31131841,168.83601598,165.61703807,166.42074148,209151408
1420641000,167.75330672,168.83601598,167.30356595,168.49454613,125346709
1420727400,169.9103967,171.70103124,169.89373964,171.48448939,147217784
1420813800,171.90091603,171.91757309,169.49397006,170.11028149,158567288
1421073000,170.24353801,170.40178013,168.16973336,168.77771625,144396067
1421159400,170.00201056,171.13469102,166.99541024,168.30298988,214553306
1421245800,166.27915642,167.48679367,165.37967488,167.28690888,192991092
1421332200,167.92820591,168.24469015,165.6378594,165.75437557,176613906
1421418600,165.54624554,168.08644803,165.36301782,167.92820591,211879605
1421764200,168.56950293,168.83601598,166.71224012,168.28216855,130991069
1421850600,167.81993498,169.61889805,167.35353715,169.13584316,122942707
1421937000,169.89373964,171.78431657,168.5112032,171.65106005,174356029
1422023400,171.39287553,171.65106005,170.57667932,170.70993585,117516753
1422282600,170.49339399,171.20131928,169.77714018,171.10970542,92009711
1422369000,169.04422929,170.00201056,168.01981977,168.85267304,134044598
1422455400,170.04365323,170.14359562,166.49569827,166.68725453,168514312
1422541800,166.88713931,168.4862176,165.47128874,168.22819966,173585424
1422628200,167.04538143,168.37794667,165.84607272,166.11258577,197729724
1422887400,166.61229773,168.26134722,164.78834906,168.16973336,163106969
1422973800,169.06921489,170.60999345,168.69443092,170.60166492,124212881
1423060200,169.83543991,171.05140569,169.49397006,169.95203936,134306728
1423146600,170.61832199,171.8176307,170.54336519,171.66771711,97953181
1423233000,172.03417255,172.60051278,170.66829318,171.19299075,125672026
1423492200,170.54336519,171.26794754,170.01450336,170.42676573,87219016
1423578600,171.46783233,172.50057039,170.46849168,172.24238587,96164183
1423665000,172.07581522,172.77541197,171.42618966,172.34232827,91087785
1423751400,173.14186741,174.05800601,172.3778911,173.99970628,97545949
1423837800,174.12463427,174.7659313,173.86644976,174.7159601,93670430
1424183400,174.39947586,175.16570087,174.14961987,174.99080168,76968199
1424269800,174.61601771,175.08241554,174.34958794,175.00745875,80652941
1424356200,174.40780439,175.2489862,174.26621933,174.88253075,91462491
1424442600,174.46610412,176.00688268,173.84146416,175.93109303,140896392
1424701800,175.6820699,175.90694028,175.29895739,175.90610743,74411054
1424788200,175.83198349,176.60653703,175.53215631,176.40665225,72472263
1424874600,176.28172426,176.76477916,175.91526882,176.25673866,73061687
1424961000,176.1651248,176.32336692,175.44054245,176.04852534,72697868
1425047400,175.94858295,176.215096,175.39889979,175.44887098,108075972
1425306600,175.54881338,176.61486557,175.49884218,176.55656584,87491428
1425393000,176.12348214,176.60986845,174.96581608,175.83198349,110325809
1425479400,175.23232913,175.30728593,174.11630574,175.09082736,114497192
1425565800,175.41555685,175.56547044,174.77425983,175.28230033,76872957
1425652200,174.41613292,174.84921662,172.48391332,172.81705463,188127982
