time,open,high,low,close,Volume
1428451200,254.23,255.75,244.29,246.58,7480
1428537600,246.81,248.16,239.02,244.74,7602
1428624000,244.46,244.66,232.35,236.78,11462
1428710400,236.78,239.99,234.77,237.91,5611
1428796800,237.91,239.16,234.02,237.55,4355
1428883200,237.57,238,220.77,225.73,11610
1428969600,225.42,226.9,216.92,221.05,12029
1429056000,221.05,224.52,218.09,224.35,8702
1429142400,224.35,230.75,223.66,229.45,8222
1429228800,229.45,230.08,220.46,223.62,7318
1429315200,223.55,224.04,222.18,224.02,4452
1429401600,224.04,226.72,223.44,224.03,4624
1429488000,224.03,227.45,223.45,225.37,7480
1429574400,225.35,235.89,224.01,235.89,9499
1429660800,235.89,238.6,232.78,233.98,7356
1429747200,233.96,236.54,232.79,235.99,6537
1429833600,235.95,236.93,230.12,231.51,6437
1429920000,231.51,233.67,226.83,227.05,4895
1430006400,227.05,227.91,215.56,221.27,9491
1430092800,221.27,231.11,218.78,227.58,12001
1430179200,227.41,229.04,220.46,225.64,6775
1430265600,225.39,227.3,220.2,225.6,6734
1430352000,225.78,240,225.1,236.81,11327
1430438400,236.78,238.78,233.01,233.14,9968
1430524800,233.15,237.15,233,235.94,6149
1430611200,235.94,242.97,234.26,240.78,5688
1430697600,240.88,243.99,238.06,239.75,8809
1430784000,239.75,240,232,236.76,9218
1430870400,236.76,237.87,228.38,230,7798
1430956800,230,239.18,228.67,237.99,8719
1431043200,237.97,247.06,236.35,244.54,8409
1431129600,244.44,247.6,240,242.5,4958
1431216000,242.59,244.89,239.63,241.57,4986
1431302400,241.59,245.49,239.5,242.86,6137
1431388800,242.74,243.4,240.37,242.03,6283
1431475200,242.04,244.13,235.54,236.32,9989
1431561600,236.93,240,232.61,237.46,10338
1431648000,237.39,239,236.89,237.82,9062
1431734400,237.91,237.99,235.48,236.73,2688
1431820800,236.72,238.45,236.7,237.12,4876
1431907200,237.1,237.89,231.66,234.04,7058
1431993600,234.04,234.92,231.53,232.59,6876
1432080000,232.58,235,232.54,234.54,7030
1432166400,234.55,236.74,234.16,235.77,6217
1432252800,235.77,242,235.11,240.45,7679
1432339200,240.41,240.64,237.89,239.36,3664
1432425600,239.38,242,238.27,240.82,3349
1432512000,240.68,241.4,236.71,237.43,3927
1432598400,237.39,238.34,235.81,236.79,6183
1432684800,236.8,238.75,236.47,237.35,6529
1432771200,237.35,238.48,236.23,237.34,5982
1432857600,237.25,237.68,235.01,236.89,6364
1432944000,236.89,236.99,231,233.55,6246
1433030400,233.61,233.94,229.55,230.21,5862
1433116800,230.18,230.99,221.58,223.56,10146
1433203200,223.55,226.68,221.84,225.85,8938
1433289600,225.83,227.45,223.82,225.86,6828
1433376000,225.85,226.07,223.56,224.57,5923
1433462400,224.57,226.74,223.01,224.97,6580
1433548800,225.03,225.61,224.27,225.48,3566
1433635200,225.48,226.09,222.88,223.89,3569
1433721600,223.88,230.16,223.63,229.1,6931
1433808000,229.1,232.06,228.31,229.18,6323
1433894400,229.31,230.45,227.98,228.73,5938
1433980800,228.79,230.92,228.7,229.69,5564
1434067200,229.68,231.32,229.01,229.47,6022
1434153600,229.21,233.49,228.79,233.47,4094
1434240000,233.49,235,232.53,233.6,2266
1434326400,233.61,238.5,233.6,236.99,6011
1434412800,236.92,253.26,236.01,251.91,10400
1434499200,251.88,259.46,247,250.25,9862
1434585600,250.18,253.29,243.51,249.27,8191
1434672000,249.33,251.05,245.04,246.33,6069
1434758400,246.33,246.99,240.46,246.13,4329
1434844800,246.08,246.98,242,244.66,3632
1434931200,244.66,248.5,243.86,247.5,5543
1435017600,247.48,248.06,243.01,244.52,5264
1435104000,244.54,244.92,239.51,240.04,5281
1435190400,240.14,243.44,239.91,242.44,5637
1435276800,242.46,243.1,239.91,243,6509
1435363200,242.99,252.22,242.6,251.59,5242
1435449600,251.46,251.87,247.51,249.11,4231
1435536000,249.11,257.99,249.09,257.54,10380
1435622400,257.53,269.39,255.91,263.82,11992
1435708800,263.83,265.45,255.12,259.02,8226
1435795200,258.96,262,253,254.85,6260
1435881600,254.86,257.37,252.77,256.95,4759
1435968000,256.94,261,254.4,260.64,4034
1436054400,260.64,275.25,258.99,271.74,8420
1436140800,272.17,277.88,268.27,269.94,9984
1436227200,269.78,272.11,264.5,266.18,6944
1436313600,266.18,273.97,264.41,270.97,7763
1436400000,271.5,272.5,267.1,269.75,6942
1436486400,269.77,294.71,269,286.67,15862
1436572800,286.71,299,284.5,294.23,8476
1436659200,294.29,316.52,293.5,312.16,12895
1436745600,312.19,312.91,281.62,293.08,12942
1436832000,292.93,297.78,286.25,287.51,7115
1436918400,287.48,294.11,284.98,285.7,7556
1437004800,285.7,292.78,275,279.38,8576
1437091200,279.38,281.38,272.64,280.58,6967
1437177600,280.14,282.71,276.34,277.71,4245
1437264000,277.71,278.48,275,275.61,3441
1437350400,275.6,280,273.34,280,5449
1437436800,279.96,281.27,276.85,277.32,4908
1437523200,277.33,278.54,275.01,277.89,4651
1437609600,277.96,279.75,276.28,277.39,5262
1437696000,277.23,291.52,276.43,289.12,7324
1437782400,289.12,291.67,286.82,289.7,4051
1437868800,289.68,294.49,288.65,293.89,3682
1437955200,293.88,297,287.24,294.21,6432
1438041600,294.22,298,293.65,295.76,5746
1438128000,295.74,296.58,289.01,290.19,5194
1438214400,290.26,291.56,286.56,288.49,5080
1438300800,288.49,290,282.79,285.19,5637
1438387200,285.2,285.6,277.26,281.53,3890
1438473600,281.53,282.62,277.33,282.62,3326
1438560000,282.62,285.86,280.27,280.95,4745
1438646400,280.95,286.47,280.11,285.51,5559
1438732800,285.6,286.25,282.01,282.77,5740
1438819200,282.44,282.61,278.95,279.65,5020
1438905600,279.37,281.17,277.05,279.94,5173
1438992000,280.06,280.16,260.07,262.02,6054
1439078400,262.02,268.8,260.97,267.63,5029
1439164800,267.6,268.89,263.17,265.15,5442
1439251200,265.15,271.99,264.91,271.99,5764
1439337600,271.99,272.4,265.79,266.94,6296
1439424000,266.81,267.82,262.94,264.67,5304
1439510400,264.48,267.98,262.5,266.17,6837
1439596800,266.21,267.69,261.77,262.46,4075
1439683200,262.45,263.1,255.67,259.2,5471
1439769600,259.2,261.57,255.58,257.31,6929
1439856000,257.56,258.04,200,221.99,11514
1439942400,221.99,238.99,214.91,227.34,13300
1440028800,227.46,238.2,227.45,235.56,8796
1440115200,235.56,236.99,231.15,232.85,8286
1440201600,232.85,235.53,222.68,231.15,7141
1440288000,231.16,233.25,226.15,229.21,4271
1440374400,229.23,229.24,210,211.16,16522
1440460800,211.16,229.49,198.02,223.73,19666
1440547200,223.73,231.97,220.16,226.81,9706
1440633600,226.72,229.99,224,225.8,7836
1440720000,225.62,236.18,221.2,231.55,9109
1440806400,231.55,233.95,228,230.61,4436
1440892800,230.61,233.47,226.59,229.39,4954
1440979200,229.4,233,225.23,230.75,6956
1441065600,230.76,233.5,226.42,228.22,8547
1441152000,228.22,231.43,226.43,229.97,7450
1441238400,229.95,230.79,226.48,227.25,6651
1441324800,227.24,232.49,227.24,231.39,7040
1441411200,231.43,237.24,230.12,236.01,5567
1441497600,236.17,244.82,235.54,241.29,5213
1441584000,241.26,242.98,239.21,241.31,4860
1441670400,241.31,247.82,240.31,244.14,8251
1441756800,244.24,244.69,238.6,238.75,6773
1441843200,238.74,241.4,236.69,238.52,5780
1441929600,238.55,241.54,238.5,240.9,5812
1442016000,240.9,241.12,235.26,236.5,5456
1442102400,236.5,236.91,229.72,230.82,4976
1442188800,230.83,233.99,228.01,231.01,7967
1442275200,231.02,232.43,230.26,230.6,7085
1442361600,230.67,232,226.85,229.73,7616
1442448000,229.72,235.93,229.01,233.34,7498
1442534400,233.31,234.96,231.75,233.78,4641
1442620800,233.78,234.31,232,232.88,3553
1442707200,232.88,234,231.84,232.24,3633
1442793600,232.26,233.64,226.87,227.31,7565
1442880000,227.31,232.5,224.45,231.28,8867
1442966400,231.31,233,229.27,230.26,6309
1443052800,230.26,235.99,230.09,235.27,9325
1443139200,235.35,237.62,234.02,235.89,6156
1443225600,235.88,236.2,233.5,234.69,4107
1443312000,234.67,235.03,233.2,233.58,3248
1443398400,233.53,240.52,233.53,239.99,8080
1443484800,239.96,241.05,236.65,236.89,6938
1443571200,236.88,238.75,236.26,237.14,5447
1443657600,237.1,239.86,236.9,238.34,5625
1443744000,238.34,239.4,236.97,238.28,5870
1443830400,238.31,240.62,237.73,239.92,4288
1443916800,239.93,240.28,239.07,239.87,3741
1444003200,239.87,240.98,237.5,240.95,7456
1444089600,240.93,248,240.31,246.64,17590
1444176000,246.7,247.96,240.2,244,17600
1444262400,244,245.38,242.2,242.94,11223
1444348800,242.94,244.88,241.1,244.35,9836
1444435200,244.44,246.1,243.8,246.07,7348
1444521600,246.06,250,245.63,249.02,8603
1444608000,249.01,249.14,245.89,246.39,10749
1444694400,246.43,251.5,244.86,250.99,12957
1444780800,250.98,255,250.25,253.27,15155
1444867200,253.25,256.77,253.18,254.99,13351
1444953600,254.98,267.6,254.86,263.43,18411
1445040000,263.45,274.81,263.05,272.87,22028
1445126400,272.88,273.5,262.94,265,11288
1445212800,265,268.23,262.05,265.17,10708
1445299200,265.09,272.95,264.38,271.14,9290
1445385600,271.16,272.85,265,268.77,12377
1445472000,268.77,280,268.75,275.84,16532
1445558400,275.76,281.17,275.4,278.76,7045
1445644800,278.76,284.49,278.75,284.29,5469
1445731200,284.29,295.93,283.28,284.97,10682
1445817600,284.97,287.68,282.04,287.1,7443
1445904000,287.1,297.99,286.89,295.61,11109
1445990400,295.68,308.93,295.65,304.09,16030
1446076800,304.1,320.99,301.8,316.08,12221
1446163200,316.07,336.97,315.9,329.11,16831
1446249600,329.11,334.28,306.29,314.85,15208
1446336000,314.84,332,311.44,329.46,10685
1446422400,329.45,371.82,326.07,365.21,19736
1446508800,365.14,422.3,362.07,404.1,40153
1446595200,404.06,499.99,368.15,410,50602
1446681600,410,450,366.66,387.21,27224
1446768000,387.21,395,351,374.09,20023
1446854400,374.26,392,371.43,384.81,8348
1446940800,384.8,389,363.58,373.83,7434
1447027200,373.84,386.96,360.8,379.53,11187
1447113600,379.55,382.23,322,337.14,16665
1447200000,337.14,341.75,293.32,313.2,18091
1447286400,313.2,344.99,312.24,336.49,15753
1447372800,336.49,343,325,338.07,10186
1447459200,338.08,339.57,329.4,334.71,5970
1447545600,334.67,336.46,319.89,322.93,6290
1447632000,322.94,334.1,316.12,332.89,7261
1447718400,332.85,340.72,330.1,336.49,7225
1447804800,336.49,338,330,335.49,5171
1447891200,335.5,336.38,324.9,326.41,6696
1447977600,326.53,327.04,311.23,322.39,9295
1448064000,322.39,328,316.33,327,5083
1448150400,326.99,327,321,323.71,3370
1448236800,323.72,326,322,323,4756
1448323200,323.01,323.17,318,321,5190
1448409600,320.96,330.06,316.26,328.98,7844
1448496000,328.99,368.18,328.98,352.57,13997
1448582400,352.56,364.46,347.96,358.19,7196
1448668800,358.2,359.63,351.09,357.24,5522
1448755200,357.24,373.63,354.26,372.24,5493
1448841600,372.25,382.87,367.5,376.86,11420
1448928000,376.88,378.94,354.6,362.68,9241
1449014400,362.68,363.06,347.55,360,8919
1449100800,360,369.99,356.52,361.77,7195
1449187200,361.89,364.85,355.43,363.98,5820
1449273600,363.98,390,363.97,387.99,8687
1449360000,388.03,401.01,375.22,387.57,9614
1449446400,387.53,397.57,383,394.73,7550
1449532800,394.73,418.94,386.69,418.94,8225
1449619200,417.84,425,401,418.39,13684
1449705600,418.39,419.5,408,415.68,7007
1449792000,415.68,453.13,415.67,452.95,13628
1449878400,452.95,469.34,403,436.87,29495
1449964800,436.9,443.83,419.42,433.83,6675
1450051200,433.38,450,429.12,444.01,165538
1450137600,444.03,464.95,443.76,464.27,10990
1450224000,464.5,464.73,440,453.97,35946
1450310400,453.96,456.33,446.01,455.5,6233
1450396800,455.5,465.1,453.28,463.17,5022
1450483200,463.14,465.6,451.58,461.29,6927
1450569600,461.29,461.3,430,442.22,8308
1450656000,442.36,444.44,424.66,436.81,6815
1450742400,436.85,442,432.58,433.92,6609
1450828800,433.94,445.11,428.29,442.43,7541
1450915200,442.43,460,442.42,455.74,6810
1451001600,455.74,458.99,450.01,455.84,3421
1451088000,455.82,458.29,410,419.41,13484
1451174400,419.41,429.85,410.02,424.72,5506
1451260800,424.73,429.9,418,421.94,6899
1451347200,421.94,433.9,419.31,433.89,6337
1451433600,433.89,434.99,422.35,427.95,4832
1451520000,427.9,434,419.04,430.35,6448
1451606400,430.35,437.15,427.92,435.66,3788
1451692800,435.67,437.56,432.41,435.4,3193
1451779200,435.4,435.75,425.02,431.91,3839
1451865600,431.9,435.79,431.37,433.85,5848
1451952000,433.84,435.64,430,433.34,5111
1452038400,433.32,433.46,428.15,430.87,5441
1452124800,430.66,460.15,430.64,459.08,13878
1452211200,459.07,464.4,447.53,454.44,8297
1452297600,454.41,456,447.66,450.38,4191
1452384000,450.39,451.39,442.96,449.99,3898
1452470400,449.99,452.65,445.88,449.19,5545
1452556800,449.26,449.44,431.83,434.01,6561
1452643200,434.01,437.5,425,432.76,8972
1452729600,432.7,435.27,428,430.03,5640
1452816000,430.04,430.29,357.3,357.53,28621
1452902400,357.59,391,350.92,388.7,17976
1452988800,388.7,391,372,378.46,8244
1453075200,378.47,386.1,370.1,384.89,8698
1453161600,384.79,385.5,370,375.27,8109
1453248000,375.28,425.1,369,418.54,13841
1453334400,418.89,424.78,403.21,409.38,8716
1453420800,409.02,413.99,373.86,382.9,13394
1453507200,382.93,398.72,382.55,387.5,6285
1453593600,387.5,406.93,387.49,403.05,3534
1453680000,403.04,403.04,386.41,391.4,6466
1453766400,391.4,397,387.78,391.54,6956
1453852800,391.7,397.18,390.7,394.79,6282
1453939200,394.6,395,377.12,379.61,9044
1454025600,379.63,385.05,363.25,378.68,12081
1454112000,378.68,382.04,375,378.46,4130
1454198400,378.46,382.5,365,367.95,5464
1454284800,367.89,379,366.26,371.33,7915
1454371200,371.33,374.41,371.17,372.93,6817
1454457600,372.93,373.01,365.63,368.87,7098
1454544000,368.87,390.63,368.74,387.99,8851
1454630400,387.99,389.36,382.99,384.5,7414
1454716800,384.44,384.54,370.05,375.44,6245
1454803200,375.44,379.81,373.24,377.49,4131
1454889600,377.47,379.35,370.5,371.14,7065
1454976000,371.02,374.93,370.13,372.68,8344
1455062400,372.76,383.34,371.87,378.44,9717
1455148800,378.49,379.5,361.1,378.23,10317
1455235200,378.23,382.05,377.46,382.05,6137
1455321600,382.05,395.59,381.99,390.99,5916
1455408000,391,406.92,391,406.59,7526
1455494400,406.62,409.09,394.03,398.95,6524
1455580800,398.94,407.5,390.2,407.42,5498
1455667200,407.41,420.13,405.69,415.2,8699
1455753600,415.18,423.2,415.01,421.19,6480
1455840000,421.18,422,416,420.72,5759
1455926400,420.72,444.03,420.09,437.46,9327
1456012800,438.04,448.7,426.01,438.56,7064
1456099200,438.56,439,430.95,437.55,5110
1456185600,437.45,440.9,414.16,419.97,9146
1456272000,420.32,425.6,410,423.94,7194
1456358400,423.87,426.44,418.6,423.54,6003
1456444800,423.51,430.85,419.53,430.85,6703
1456531200,430.84,434.97,430.14,433.12,5451
1456617600,433.09,436.07,423,433.73,5105
1456704000,433.73,442,431.13,436.44,7553
1456790400,436.41,437.78,427.5,433.08,7556
1456876800,433.03,435.36,418.36,420.39,7396
1456963200,420.44,422.8,408.63,418.8,11800
1457049600,418.76,422.21,405.5,407.35,8928
1457136000,407.38,408.83,381.09,396.08,14888
1457222400,396.13,409.27,385.01,403.24,7636
1457308800,403.24,418.74,395,412.21,9871
1457395200,412.21,416.33,407.4,411.18,7462
1457481600,411.18,414,408.75,412.8,5350
1457568000,412.64,416.52,410.71,415.98,7871
1457654400,415.98,421,414.97,419.39,7020
1457740800,419.48,421.3,406.52,410.58,6856
1457827200,410.56,416.38,410.01,412.52,4612
1457913600,412.51,415.84,411.61,415.02,6607
1458000000,415.02,416.94,412.48,415.41,7323
1458086400,415.41,416.39,413,416.07,6256
1458172800,416.06,419.75,415.7,418.41,6078
1458259200,418.42,418.66,399.21,409.65,8556
1458345600,409.66,411,404.72,410.2,4779
1458432000,410.09,415.34,409.36,411.27,4667
1458518400,411.25,412.13,406.89,412,5971
1458604800,411.98,417.79,411,416.66,6092
1458691200,416.66,418.99,413.95,417.53,5446
1458777600,417.53,417.72,410,412.95,5022
1458864000,412.86,416.87,411,416.41,4572
1458950400,416.42,417.77,414.37,416.97,3578
1459036800,416.96,426.5,416.35,425.3,4600
1459123200,425.29,425.36,419.63,423,5683
1459209600,422.92,424.62,407.75,416.39,7319
1459296000,416.4,416.41,407.56,412.79,5812
1459382400,412.97,417.6,412.74,416.03,5181
1459468800,416.03,417.68,414.12,417.68,5309
1459555200,417.68,420.5,417.04,419.95,3896
1459641600,419.95,420.8,418.33,420.16,3199
1459728000,420.08,421,417.58,419.47,5278
1459814400,419.48,423.43,418.01,422.36,5695
1459900800,422.4,423,420.61,421.46,5180
1459987200,421.36,422.74,419.41,421.99,4970
1460073600,421.99,424.65,415.71,419.48,6408
1460160000,419.48,419.79,415.51,419.46,3448
1460246400,419.46,423.99,419.46,423.4,2925
1460332800,423.29,424,420.15,423.94,5059
1460419200,423.95,429.77,423.14,427.8,6961
1460505600,427.8,429.44,423.59,425.58,5862
1460592000,425.58,428,424.52,426.32,4703
1460678400,426.35,431.1,425.72,430.93,4138
1460764800,430.82,434.89,429.89,433.39,4079
1460851200,433.69,434.93,429.15,431,3219
1460937600,431.08,434.46,428.44,430.97,5234
1461024000,430.9,438.2,429.22,437.06,6180
1461110400,437.06,444.07,436.17,442.96,7107
1461196800,442.87,453.8,441.99,452.25,7675
1461283200,452.25,452.95,445.07,448.41,6797
1461369600,448.57,455.84,447.03,455.69,4589
1461456000,455.68,465,454.55,464.46,6127
1461542400,464.47,472.38,454.65,466.17,9466
1461628800,466.17,472.11,464.01,470.59,7439
1461715200,470.3,470.79,440.94,445.31,11253
1461801600,445.3,451.88,434.79,451.68,7613
1461888000,451.67,459.44,448.5,458.82,5927
1461974400,458.8,459.33,450.13,454.02,4661
1462060800,454.02,457.07,451.55,456.98,2878
1462147200,456.98,457.63,440.02,446.42,7666
1462233600,446.53,453.29,443.61,452.23,5864
1462320000,452.21,453.23,446.76,448.68,4845
1462406400,448.59,451.56,447,449.98,5285
1462492800,449.99,463.73,448.84,462.31,6151
1462579200,462.31,464,459.55,461.91,3414
1462665600,461.91,465,457.5,462.79,3226
1462752000,462.6,465.9,459.41,464.16,5841
1462838400,464.15,465,448.2,452.78,6784
1462924800,452.77,458.65,452.5,454.37,5720
1463011200,454.56,456.57,449.27,456.48,6068
1463097600,456.48,458.03,453.84,457.98,5350
1463184000,457.97,459.83,456,458.9,3232
1463270400,458.9,463.62,458.49,461.47,3201
1463356800,461.48,461.59,451.48,455.66,6000
1463443200,455.64,457.49,452.2,454.19,5996
1463529600,454.19,457.88,453.6,455.56,5470
1463616000,455.56,456.41,435,438.38,8366
1463702400,437.91,445.85,435.5,445.65,7150
1463788800,445.52,446.99,441.88,446.28,3913
1463875200,446.27,446.45,440.89,442.48,3720
1463961600,442.45,446.3,440.79,445.67,5624
1464048000,445.56,448.5,440.5,446.99,6488
1464134400,446.98,452.42,446.86,451.49,6119
1464220800,451.45,454.99,449,454.97,5825
1464307200,454.97,476.75,454.35,471.27,9857
1464393600,471.21,539.49,470.13,523.25,12049
1464480000,523.35,549.99,492.91,525.22,9815
1464566400,525.22,541,519,532.55,5921
1464652800,532.56,544.9,520.01,531.34,8494
1464739200,531.25,541.5,524.39,534.84,5680
1464825600,534.85,541.2,531.86,537.87,6295
1464912000,538.06,578,535.96,571.25,10168
1464998400,571.09,594.64,564.29,576.31,6896
1465084800,576.31,585,570.22,575.17,4924
1465171200,575.17,588.15,575,586.77,6746
1465257600,586.75,590.95,497.01,579.71,9557
1465344000,579.72,583.99,572.96,583.21,5605
1465430400,583.19,583.48,574,577.46,4951
1465516800,577.47,581,573.5,580.31,5619
1465603200,580.31,610,580.31,609.5,5492
1465689600,609.5,687.71,605,677.86,17948
1465776000,677.45,720,663.55,706.01,15493
1465862400,706.02,706.45,650.02,684.95,12420
1465948800,684.99,699.3,673,698.78,7863
1466035200,698.76,777.68,698.76,769.76,16798
1466121600,769.71,778.5,709.01,752.26,13990
1466208000,752,785.15,734.8,758.99,9577
1466294400,759,771.92,744.77,768.76,5407
1466380800,768.94,768.94,702.42,703.12,9715
1466467200,706.47,718.26,628.6,667.66,26035
1466553600,667.88,679.99,568.11,604.5,15570
1466640000,606.13,637.89,544.13,631.1,20481
1466726400,631.1,700,631.01,669.98,19061
1466812800,669.98,699,650,673.71,7662
1466899200,673.71,675.19,625.01,638.56,5637
1466985600,638.56,659.98,630,657.87,6575
1467072000,657.86,663.53,638,648.43,5658
1467158400,648.43,648.43,630.02,639.42,6456
1467244800,639.41,675,635.14,673.49,7734
1467331200,673.5,688.99,667,678.19,6811
1467417600,678.09,705.21,676.92,704.95,4926
1467504000,705.25,705.25,651,663.55,6438
1467590400,664.09,683.69,653.16,681.98,4274
1467676800,681.98,682.37,662.51,669.87,4999
1467763200,669.75,680.79,665,678.79,5623
1467849600,678.79,683.44,611.94,641.97,12262
1467936000,641.97,667.33,638.04,667.33,11038
1468022400,667.07,667.3,608,657.61,9590
1468108800,657.6,657.61,641,652.44,3689
1468195200,652.43,664.27,648.11,650.97,4782
1468281600,651.25,675.5,648.6,666.56,10656
1468368000,666.25,671.45,654.86,655.34,21870
1468454400,655.3,663.99,640,661.65,4548
1468540800,661.4,669.98,660.68,667.48,4682
1468627200,667.48,669.99,662.01,666.32,2848
1468713600,666.3,680.99,665.95,680,3888
1468800000,680,684.94,670,675.5,4494
1468886400,675.51,676.87,666.17,673.98,3752
1468972800,673.98,674.99,664.6,666.92,3554
1469059200,667.15,668.4,661.19,667.28,3921
1469145600,667.27,669.94,647.59,654.67,7351
1469232000,654.7,662.35,653.92,657.5,4359
1469318400,657.68,666.37,655.01,661,3373
1469404800,660.92,664.13,653.77,657.79,4059
1469491200,657.99,658.99,645,654.06,6442
1469577600,654.06,658.99,646.56,657.35,5134
1469664000,657,659.97,654.1,657.4,3777
1469750400,657.4,659,651,657,4183
1469836800,657.18,658.98,652.95,655.87,2917
1469923200,655.95,657,621.37,626.97,6252
1470009600,626.97,629.34,599,605.2,7940
1470096000,604.87,613.38,483,537.47,14824
1470182400,538.8,576,519.3,573.36,20208
1470268800,573.35,599.95,562.11,587.5,9507
1470355200,587.5,592.87,570.39,583,5451
1470441600,583,591.72,574.5,591.71,3836
1470528000,591.7,598.65,587.2,595.14,3223
1470614400,595.14,595.99,590,591.48,3809
1470700800,591.58,594.04,585.38,586.45,4782
1470787200,586.75,601.09,583.29,594.94,9400
1470873600,594.94,599.99,585.6,587.91,5017
1470960000,587.9,590.09,583.62,587.74,3818
1471046400,587.68,589.5,586,586.45,2771
1471132800,586.45,586.49,565.19,574.99,4108
1471219200,574.97,574.97,561.56,567.79,4369
1471305600,567.85,581.99,566.09,579.02,4638
1471392000,579.02,581.99,569.67,574.45,4455
1471478400,574.45,576.99,573,574.09,3915
1471564800,574.05,576.99,572.68,573.67,3974
1471651200,573.68,583.92,572.38,581.87,3534
1471737600,581.72,583.99,579.34,581.29,2368
1471824000,581.34,586.99,579.22,585.2,4446
1471910400,585.19,586.77,577.47,582.39,5026
1471996800,582.39,582.68,575.29,578.47,3802
1472083200,578.68,579,573.12,575.58,4057
1472169600,575.57,579.86,574.85,579.29,3244
1472256000,579.29,579.45,568.95,570.84,3047
1472342400,570.83,575.41,569.65,575.41,2521
1472428800,575.41,577.73,571.24,573.21,4494
1472515200,573.21,576.83,572.53,574.95,4127
