Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id
23,0,53.28446061601808,2021-05-05,57515.69,0.0,2021-05-10,55866.41,0.0,-87880.9952047863,-0.028675305816551973,Long,Closed,23
24,0,74.355041536135,2021-07-28,40035.1,0.0,2021-09-24,42848.92,0.0,209221.702975207,0.07028382594273512,Long,Closed,24
25,0,66.14726366569376,2021-10-01,48165.76,0.0,2021-11-30,56987.97,0.0,583565.05098412,0.18316351698800137,Long,Closed,25
26,0,85.64876486460136,2022-03-24,44012.29,0.0,2022-04-06,43166.7,0.0,-72423.73908185866,-0.01921258812027287,Long,Closed,26
27,0,177.5479247889665,2022-10-29,20823.53,0.0,2022-11-08,18550.25,0.0,-403616.1464642617,-0.10916881047545732,Long,Closed,27
28,0,174.74544132941733,2023-01-12,18847.75,0.0,2023-05-18,26820.49,0.0,1393199.9699046984,0.4230075207916063,Long,Closed,28
29,0,166.9665722500297,2023-05-28,28070.04,0.0,2023-05-31,27223.08,0.0,-141414.00803288538,-0.030173095585186244,Long,Closed,29
30,0,160.49701059229463,2023-06-20,28320.43,0.0,2023-07-06,29899.38,0.0,253416.75487470347,0.05575303764808653,Long,Closed,30
31,0,152.4779813745512,2023-07-13,31471.83,0.0,2023-07-14,30330.52,0.0,-174024.64492258895,-0.03626449431126183,Long,Closed,31
32,0,155.34883809714722,2023-08-08,29770.01,0.0,2023-08-10,29424.03,0.0,-53747.59100485034,-0.011621762975558149,Long,Closed,32
33,0,163.27607664369876,2023-10-01,27995.46,0.0,2023-10-11,26869.19,0.0,-183892.94684149884,-0.04023045165180359,Long,Closed,33
34,0,153.82394838872688,2023-10-16,28520.24,0.0,2024-05-06,63162.24,0.0,5328769.220082276,1.214646160060364,Long,Closed,34
35,0,146.66632368385118,2024-05-15,66244.69,0.0,2024-05-29,67569.45,0.0,194297.6789634172,0.0199979802154707,Long,Closed,35
36,0,140.48535439208402,2024-06-04,70542.32,0.0,2024-06-07,69324.53,0.0,-171081.65972513705,-0.017263254171396795,Long,Closed,36
37,0,149.62716682367724,2024-07-16,65088.99,0.0,2024-07-31,64609.62,0.0,-71726.77496026643,-0.007364840044376196,Long,Closed,37
38,0,150.4601401102565,2024-08-25,64251.93,0.0,2024-08-28,59045.88,0.0,-783303.0124210007,-0.08102558164400664,Long,Closed,38
39,0,141.1059660561967,2024-09-19,62960.14,0.0,2024-10-01,60790.0,0.0,-306219.7011771947,-0.034468474815970866,Long,Closed,39
40,0,135.75209889802832,2024-10-12,63187.47,0.0,2025-02-16,96119.88,0.0,4470643.779270418,0.5211857667350822,Long,Closed,40
41,0,139.57215820696334,2025-04-22,93489.1,0.0,2025-08-29,108378.32,0.0,2078120.5694182813,0.15926156097341818,Long,Closed,41
42,0,132.7080994392887,2025-09-10,113983.97,0.0,2025-09-22,112736.59,0.0,-165537.4290785808,-0.01094346862984336,Long,Closed,42
43,0,126.08345169956068,2025-10-01,118659.97,0.0,2025-10-10,112980.28,0.0,-716114.9197834786,-0.047865257339943755,Long,Closed,43
