start_date,end_date,days,composite_score,sortino,calmar,sharpe,total_return,mae_drawdown,equity_drawdown,win_rate,num_trades,short_period,long_period,alma_offset,alma_sigma,alma_min_separation,momentum_lookback_long,fast_ema_period,slow_ema_period,trending_regime_min_distance,price_ma_period,commission_rate,slippage_rate,train_return,asset
2014-12-01,2025-10-20,3943,3.044572737520582,3.2293768287468945,4.868517132937429,1.8847596508230022,2224.580164525068,0.21384871305873027,0.4865000350364376,0.5394736842105263,76,25,175,0.9,3.5,0.0001,2,5,125,0.015,9,0.0,0.0,2224.580164525068,BTC
