start_date,end_date,days,composite_score,sortino,calmar,sharpe,total_return,max_drawdown,win_rate,num_trades,Short Period,Long Period,ALMA Offset,ALMA Sigma,Trending ALMA Offset,Ranging ALMA Offset,Trending ALMA Sigma,Ranging ALMA Sigma,Trend Analysis Period,Trend Threshold,Weight Efficiency,Weight R-Squared,Fast HMA Period,Slow EMA Period,Momentum Lookback,Slow EMA Rising Lookback,Macro EMA Period,Profit Period Scale,asset
2014-12-01,2025-10-20,3943,2.5695635451795056,3.1399400376040294,2.897678036370274,1.7449445953328893,435.1926051026226,0.2606588155662481,0.559322033898305,59,48,137,0.8,10.0,0.92,0.97,9.0,3.0,50,0.27,0.63,0.74,10,74,3,18,60,0.2,BTC
