,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5
0.85,1.400543393121596,1.400543393121596,1.400543393121596,1.7867636763728498,1.7867636763728498,1.7867636763728498,1.7867636763728498,1.7867636763728498
0.86,1.400543393121596,1.400543393121596,1.7867636763728498,1.7867636763728498,1.7867636763728498,1.7867636763728498,1.8881580180225288,1.8881580180225288
0.87,1.400543393121596,1.7867636763728498,1.8881580180225288,1.8881580180225288,1.8881580180225288,1.8881580180225288,1.4563433246889974,1.4563433246889974
0.88,1.8881580180225288,1.8881580180225288,1.8881580180225288,1.8881580180225288,1.4563433246889974,1.4563433246889974,1.4563433246889974,1.4563433246889974
0.89,1.8881580180225288,1.8881580180225288,1.8881580180225288,1.4563433246889974,1.4563433246889974,1.4563433246889974,1.4563433246889974,1.4563433246889974
0.90,1.8881580180225288,1.8881580180225288,1.4563433246889974,1.4563433246889974,1.4563433246889974,1.4563433246889974,1.4563433246889974,1.4563433246889974
0.91,1.8881580180225288,1.8881580180225288,1.4563433246889974,1.4563433246889974,1.4563433246889974,1.4563433246889974,1.4563433246889974,1.4563433246889974
0.92,1.8881580180225288,1.4563433246889974,1.4563433246889974,1.4563433246889974,1.4563433246889974,1.4563433246889974,1.4563433246889974,1.4563433246889974
0.93,1.8881580180225288,1.4563433246889974,1.4563433246889974,1.4563433246889974,1.4563433246889974,1.4563433246889974,1.4563433246889974,1.4563433246889974
